timestamp,LCS2_CO2,LCS4_CO2,LCS1_CO2,LCS3_CO2,LCS5_CO2,Reference_CO2
2025-01-08 03:58:00,1595.2258,1413.5066,1378.3333,1540.8912,1358.1949,1040.3357
2025-01-08 03:59:00,1589.7258,1408.0066,1372.8333,1535.3912,1352.6949,1034.8357
2025-01-08 04:00:00,1592.5592,1410.84,1375.6667,1538.2246,1355.5283,1037.6691
2025-01-08 04:01:00,1602.0592,1420.34,1385.1667,1547.7246,1365.0283,1047.1691
2025-01-08 04:02:00,1601.2258,1419.5066,1384.3333,1546.8912,1364.1949,1046.3357
2025-01-08 04:03:00,1602.3925,1420.6733,1385.5,1548.0579,1365.3616,1047.5024
2025-01-08 04:04:00,1611.5592,1429.84,1394.6667,1557.2246,1374.5283,1056.6691
2025-01-08 04:05:00,1610.0592,1428.34,1393.1667,1555.7246,1373.0283,1055.1691
2025-01-08 04:06:00,1600.7258,1419.0066,1383.8333,1546.3912,1363.6949,1045.8357
2025-01-08 04:07:00,1601.8925,1420.1733,1385.0,1547.5579,1364.8616,1047.0024
2025-01-08 04:08:00,1596.5592,1414.84,1379.6667,1542.2246,1359.5283,1041.6691
2025-01-08 04:09:00,1595.0592,1413.34,1378.1667,1540.7246,1358.0283,1040.1691
2025-01-08 04:10:00,1592.3925,1410.6733,1375.5,1538.0579,1355.3616,1037.5024
2025-01-08 04:11:00,1598.2258,1416.5066,1381.3333,1543.8912,1361.1949,1043.3357
2025-01-08 04:12:00,1590.7258,1409.0066,1373.8333,1536.3912,1353.6949,1035.8357
2025-01-08 04:13:00,1584.7258,1403.0066,1367.8333,1530.3912,1347.6949,1029.8357
2025-01-08 04:14:00,1592.0592,1410.34,1375.1667,1537.7246,1355.0283,1037.1691
2025-01-08 04:15:00,1599.2258,1417.5066,1382.3333,1544.8912,1362.1949,1044.3357
2025-01-08 04:16:00,1598.3925,1416.6733,1381.5,1544.0579,1361.3616,1043.5024
2025-01-08 04:17:00,1604.7258,1423.0066,1387.8333,1550.3912,1367.6949,1049.8357
2025-01-08 04:18:00,1614.7258,1433.0066,1397.8333,1560.3912,1377.6949,1059.8357
2025-01-08 04:19:00,1610.8925,1429.1733,1394.0,1556.5579,1373.8616,1056.0024
2025-01-08 04:20:00,1608.3925,1426.6733,1391.5,1554.0579,1371.3616,1053.5024
2025-01-08 04:21:00,1615.7258,1434.0066,1398.8333,1561.3912,1378.6949,1060.8357
2025-01-08 04:22:00,1600.5592,1418.84,1383.6667,1546.2246,1363.5283,1045.6691
2025-01-08 04:23:00,1597.2258,1415.5066,1380.3333,1542.8912,1360.1949,1042.3357
2025-01-08 04:24:00,1604.0592,1422.34,1387.1667,1549.7246,1367.0283,1049.1691
2025-01-08 04:25:00,1591.8925,1410.1733,1375.0,1537.5579,1354.8616,1037.0024
2025-01-08 04:26:00,1605.5592,1423.84,1388.6667,1551.2246,1368.5283,1050.6691
2025-01-08 04:27:00,1615.5592,1433.84,1398.6667,1561.2246,1378.5283,1060.6691
2025-01-08 04:28:00,1616.3925,1434.6733,1399.5,1562.0579,1379.3616,1061.5024
2025-01-08 04:29:00,1605.8925,1424.1733,1389.0,1551.5579,1368.8616,1051.0024
2025-01-08 04:30:00,1602.5592,1420.84,1385.6667,1548.2246,1365.5283,1047.6691
2025-01-08 04:31:00,1603.8925,1422.1733,1387.0,1549.5579,1366.8616,1049.0024
2025-01-08 04:32:00,1611.7258,1430.0066,1394.8333,1557.3912,1374.6949,1056.8357
2025-01-08 04:33:00,1594.8257,1455.9543,1405.3333,1550.5282,1364.2946,1029.9905
2025-01-08 04:34:00,1591.4924,1452.621,1402.0,1547.1949,1360.9613,1026.6572
2025-01-08 04:35:00,1616.8925,1435.1733,1400.0,1562.5579,1379.8616,1062.0024
2025-01-08 04:36:00,1610.0592,1428.34,1393.1667,1555.7246,1373.0283,1055.1691
2025-01-08 04:37:00,1606.7258,1425.0066,1389.8333,1552.3912,1369.6949,1051.8357
2025-01-08 04:38:00,1605.0592,1423.34,1388.1667,1550.7246,1368.0283,1050.1691
2025-01-08 04:39:00,1615.7258,1434.0066,1398.8333,1561.3912,1378.6949,1060.8357
2025-01-08 04:40:00,1603.1591,1464.2877,1413.6667,1558.8616,1372.628,1038.3239
2025-01-08 04:41:00,1602.6591,1463.7877,1413.1667,1558.3616,1372.128,1037.8239
2025-01-08 04:42:00,1595.4924,1456.621,1406.0,1551.1949,1364.9613,1030.6572
2025-01-08 04:43:00,1598.1591,1459.2877,1408.6667,1553.8616,1367.628,1033.3239
2025-01-08 04:44:00,1598.4924,1459.621,1409.0,1554.1949,1367.9613,1033.6572
2025-01-08 04:45:00,1593.6591,1454.7877,1404.1667,1549.3616,1363.128,1028.8239
2025-01-08 04:46:00,1594.1591,1455.2877,1404.6667,1549.8616,1363.628,1029.3239
2025-01-08 04:47:00,1592.3257,1453.4543,1402.8333,1548.0282,1361.7946,1027.4905
2025-01-08 04:48:00,1605.4924,1466.621,1416.0,1561.1949,1374.9613,1040.6572
2025-01-08 04:49:00,1598.4924,1459.621,1409.0,1554.1949,1367.9613,1033.6572
2025-01-08 04:50:00,1594.8257,1455.9543,1405.3333,1550.5282,1364.2946,1029.9905
2025-01-08 04:51:00,1595.1591,1456.2877,1405.6667,1550.8616,1364.628,1030.3239
2025-01-08 04:52:00,1598.4924,1459.621,1409.0,1554.1949,1367.9613,1033.6572
2025-01-08 04:53:00,1608.3257,1469.4543,1418.8333,1564.0282,1377.7946,1043.4905
2025-01-08 04:54:00,1606.1591,1467.2877,1416.6667,1561.8616,1375.628,1041.3239
2025-01-08 04:55:00,1602.4924,1463.621,1413.0,1558.1949,1371.9613,1037.6572
2025-01-08 04:56:00,1607.6591,1468.7877,1418.1667,1563.3616,1377.128,1042.8239
2025-01-08 04:57:00,1610.8257,1471.9543,1421.3333,1566.5282,1380.2946,1045.9905
2025-01-08 04:58:00,1612.4924,1473.621,1423.0,1568.1949,1381.9613,1047.6572
2025-01-08 04:59:00,1618.4924,1479.621,1429.0,1574.1949,1387.9613,1053.6572
2025-01-08 05:00:00,1608.1591,1469.2877,1418.6667,1563.8616,1377.628,1043.3239
2025-01-08 05:01:00,1609.9924,1471.121,1420.5,1565.6949,1379.4613,1045.1572
2025-01-08 05:02:00,1600.6591,1461.7877,1411.1667,1556.3616,1370.128,1035.8239
2025-01-08 05:03:00,1603.4924,1464.621,1414.0,1559.1949,1372.9613,1038.6572
2025-01-08 05:04:00,1603.6591,1464.7877,1414.1667,1559.3616,1373.128,1038.8239
2025-01-08 05:05:00,1590.8257,1451.9543,1401.3333,1546.5282,1360.2946,1025.9905
2025-01-08 05:06:00,1596.1591,1457.2877,1406.6667,1551.8616,1365.628,1031.3239
2025-01-08 05:07:00,1597.6591,1458.7877,1408.1667,1553.3616,1367.128,1032.8239
2025-01-08 05:08:00,1612.3257,1473.4543,1422.8333,1568.0282,1381.7946,1047.4905
2025-01-08 05:09:00,1624.3257,1485.4543,1434.8333,1580.0282,1393.7946,1059.4905
2025-01-08 05:10:00,1643.8257,1504.9543,1454.3333,1599.5282,1413.2946,1078.9905
2025-01-08 05:11:00,1649.3257,1510.4543,1459.8333,1605.0282,1418.7946,1084.4905
2025-01-08 05:12:00,1641.4924,1502.621,1452.0,1597.1949,1410.9613,1076.6572
2025-01-08 05:13:00,1626.1591,1487.2877,1436.6667,1581.8616,1395.628,1061.3239
2025-01-08 05:14:00,1622.1591,1483.2877,1432.6667,1577.8616,1391.628,1057.3239
2025-01-08 05:15:00,1622.1591,1483.2877,1432.6667,1577.8616,1391.628,1057.3239
2025-01-08 05:16:00,1618.3257,1479.4543,1428.8333,1574.0282,1387.7946,1053.4905
2025-01-08 05:17:00,1613.4924,1474.621,1424.0,1569.1949,1382.9613,1048.6572
2025-01-08 05:18:00,1605.9924,1467.121,1416.5,1561.6949,1375.4613,1041.1572
2025-01-08 05:19:00,1605.6591,1466.7877,1416.1667,1561.3616,1375.128,1040.8239
2025-01-08 05:20:00,1613.4924,1474.621,1424.0,1569.1949,1382.9613,1048.6572
2025-01-08 05:21:00,1617.9924,1479.121,1428.5,1573.6949,1387.4613,1053.1572
2025-01-08 05:22:00,1632.8257,1493.9543,1443.3333,1588.5282,1402.2946,1067.9905
2025-01-08 05:23:00,1637.1591,1498.2877,1447.6667,1592.8616,1406.628,1072.3239
2025-01-08 05:24:00,1630.1591,1491.2877,1440.6667,1585.8616,1399.628,1065.3239
2025-01-08 05:25:00,1633.6591,1494.7877,1444.1667,1589.3616,1403.128,1068.8239
2025-01-08 05:26:00,1636.3257,1497.4543,1446.8333,1592.0282,1405.7946,1071.4905
2025-01-08 05:27:00,1643.6591,1504.7877,1454.1667,1599.3616,1413.128,1078.8239
2025-01-08 05:28:00,1647.3257,1508.4543,1457.8333,1603.0282,1416.7946,1082.4905
2025-01-08 05:29:00,1648.4924,1509.621,1459.0,1604.1949,1417.9613,1083.6572
2025-01-08 05:30:00,1656.8257,1517.9543,1467.3333,1612.5282,1426.2946,1091.9905
2025-01-08 05:31:00,1646.4924,1507.621,1457.0,1602.1949,1415.9613,1081.6572
2025-01-08 05:32:00,1648.8257,1509.9543,1459.3333,1604.5282,1418.2946,1083.9905
2025-01-08 05:33:00,1641.1591,1502.2877,1451.6667,1596.8616,1410.628,1076.3239
2025-01-08 05:34:00,1633.9924,1495.121,1444.5,1589.6949,1403.4613,1069.1572
2025-01-08 05:35:00,1634.3257,1495.4543,1444.8333,1590.0282,1403.7946,1069.4905
2025-01-08 05:36:00,1633.6591,1494.7877,1444.1667,1589.3616,1403.128,1068.8239
2025-01-08 05:37:00,1644.6591,1505.7877,1455.1667,1600.3616,1414.128,1079.8239
2025-01-08 05:38:00,1644.6591,1505.7877,1455.1667,1600.3616,1414.128,1079.8239
2025-01-08 05:39:00,1651.4924,1512.621,1462.0,1607.1949,1420.9613,1086.6572
2025-01-08 05:40:00,1660.4924,1521.621,1471.0,1616.1949,1429.9613,1095.6572
2025-01-08 05:41:00,1667.6591,1528.7877,1478.1667,1623.3616,1437.128,1102.8239
2025-01-08 05:42:00,1677.8257,1538.9543,1488.3333,1633.5282,1447.2946,1112.9905
2025-01-08 05:43:00,1678.4924,1539.621,1489.0,1634.1949,1447.9613,1113.6572
2025-01-08 05:44:00,1677.1591,1538.2877,1487.6667,1632.8616,1446.628,1112.3239
2025-01-08 05:45:00,1674.6591,1535.7877,1485.1667,1630.3616,1444.128,1109.8239
2025-01-08 05:46:00,1676.3257,1537.4543,1486.8333,1632.0282,1445.7946,1111.4905
2025-01-08 05:47:00,1683.1591,1544.2877,1493.6667,1638.8616,1452.628,1118.3239
2025-01-08 05:48:00,1670.6455,1560.9854,1505.0,1631.6348,1449.7175,1110.5972
2025-01-08 05:49:00,1675.3122,1565.6521,1509.6667,1636.3015,1454.3842,1115.2639
2025-01-08 05:50:00,1668.3122,1558.6521,1502.6667,1629.3015,1447.3842,1108.2639
2025-01-08 05:51:00,1687.6591,1548.7877,1498.1667,1643.3616,1457.128,1122.8239
2025-01-08 05:52:00,1687.8257,1548.9543,1498.3333,1643.5282,1457.2946,1122.9905
2025-01-08 05:53:00,1670.1455,1560.4854,1504.5,1631.1348,1449.2175,1110.0972
2025-01-08 05:54:00,1669.6455,1559.9854,1504.0,1630.6348,1448.7175,1109.5972
2025-01-08 05:55:00,1687.6591,1548.7877,1498.1667,1643.3616,1457.128,1122.8239
2025-01-08 05:56:00,1668.1455,1558.4854,1502.5,1629.1348,1447.2175,1108.0972
2025-01-08 05:57:00,1667.9788,1558.3187,1502.3333,1628.9681,1447.0508,1107.9305
2025-01-08 05:58:00,1672.6455,1562.9854,1507.0,1633.6348,1451.7175,1112.5972
2025-01-08 05:59:00,1668.9788,1559.3187,1503.3333,1629.9681,1448.0508,1108.9305
2025-01-08 06:00:00,1685.4924,1546.621,1496.0,1641.1949,1454.9613,1120.6572
2025-01-08 06:01:00,1666.4788,1556.8187,1500.8333,1627.4681,1445.5508,1106.4305
2025-01-08 06:02:00,1666.9788,1557.3187,1501.3333,1627.9681,1446.0508,1106.9305
2025-01-08 06:03:00,1680.9924,1542.121,1491.5,1636.6949,1450.4613,1116.1572
2025-01-08 06:04:00,1685.6591,1546.7877,1496.1667,1641.3616,1455.128,1120.8239
2025-01-08 06:05:00,1688.3257,1549.4543,1498.8333,1644.0282,1457.7946,1123.4905
2025-01-08 06:06:00,1666.1455,1556.4854,1500.5,1627.1348,1445.2175,1106.0972
2025-01-08 06:07:00,1687.8257,1548.9543,1498.3333,1643.5282,1457.2946,1122.9905
2025-01-08 06:08:00,1689.4924,1550.621,1500.0,1645.1949,1458.9613,1124.6572
2025-01-08 06:09:00,1668.6455,1558.9854,1503.0,1629.6348,1447.7175,1108.5972
2025-01-08 06:10:00,1684.4924,1545.621,1495.0,1640.1949,1453.9613,1119.6572
2025-01-08 06:11:00,1681.1591,1542.2877,1491.6667,1636.8616,1450.628,1116.3239
2025-01-08 06:12:00,1676.9924,1538.121,1487.5,1632.6949,1446.4613,1112.1572
2025-01-08 06:13:00,1674.8257,1535.9543,1485.3333,1630.5282,1444.2946,1109.9905
2025-01-08 06:14:00,1670.8257,1531.9543,1481.3333,1626.5282,1440.2946,1105.9905
2025-01-08 06:15:00,1675.6591,1536.7877,1486.1667,1631.3616,1445.128,1110.8239
2025-01-08 06:16:00,1680.6591,1541.7877,1491.1667,1636.3616,1450.128,1115.8239
2025-01-08 06:17:00,1683.9924,1545.121,1494.5,1639.6949,1453.4613,1119.1572
2025-01-08 06:18:00,1681.9924,1543.121,1492.5,1637.6949,1451.4613,1117.1572
2025-01-08 06:19:00,1683.4924,1544.621,1494.0,1639.1949,1452.9613,1118.6572
2025-01-08 06:20:00,1672.3122,1562.6521,1506.6667,1633.3015,1451.3842,1112.2639
2025-01-08 06:21:00,1688.4924,1549.621,1499.0,1644.1949,1457.9613,1123.6572
2025-01-08 06:22:00,1671.1455,1561.4854,1505.5,1632.1348,1450.2175,1111.0972
2025-01-08 06:23:00,1672.6455,1562.9854,1507.0,1633.6348,1451.7175,1112.5972
2025-01-08 06:24:00,1672.6455,1562.9854,1507.0,1633.6348,1451.7175,1112.5972
2025-01-08 06:25:00,1686.6591,1547.7877,1497.1667,1642.3616,1456.128,1121.8239
2025-01-08 06:26:00,1680.1591,1541.2877,1490.6667,1635.8616,1449.628,1115.3239
2025-01-08 06:27:00,1672.1591,1533.2877,1482.6667,1627.8616,1441.628,1107.3239
2025-01-08 06:28:00,1682.6591,1543.7877,1493.1667,1638.3616,1452.128,1117.8239
2025-01-08 06:29:00,1674.9788,1565.3187,1509.3333,1635.9681,1454.0508,1114.9305
2025-01-08 06:30:00,1674.1455,1564.4854,1508.5,1635.1348,1453.2175,1114.0972
2025-01-08 06:31:00,1681.4924,1542.621,1492.0,1637.1949,1450.9613,1116.6572
2025-01-08 06:32:00,1687.6591,1548.7877,1498.1667,1643.3616,1457.128,1122.8239
2025-01-08 06:33:00,1684.6591,1545.7877,1495.1667,1640.3616,1454.128,1119.8239
2025-01-08 06:34:00,1686.1591,1547.2877,1496.6667,1641.8616,1455.628,1121.3239
2025-01-08 06:35:00,1686.8257,1547.9543,1497.3333,1642.5282,1456.2946,1121.9905
2025-01-08 06:36:00,1682.4924,1543.621,1493.0,1638.1949,1451.9613,1117.6572
2025-01-08 06:37:00,1685.8257,1546.9543,1496.3333,1641.5282,1455.2946,1120.9905
2025-01-08 06:38:00,1674.6455,1564.9854,1509.0,1635.6348,1453.7175,1114.5972
2025-01-08 06:39:00,1696.8122,1587.1521,1531.1667,1657.8015,1475.8842,1136.7639
2025-01-08 06:40:00,1709.4788,1599.8187,1543.8333,1670.4681,1488.5508,1149.4305
2025-01-08 06:41:00,1710.9788,1601.3187,1545.3333,1671.9681,1490.0508,1150.9305
2025-01-08 06:42:00,1704.1455,1594.4854,1538.5,1665.1348,1483.2175,1144.0972
2025-01-08 06:43:00,1698.4788,1588.8187,1532.8333,1659.4681,1477.5508,1138.4305
2025-01-08 06:44:00,1691.4788,1581.8187,1525.8333,1652.4681,1470.5508,1131.4305
2025-01-08 06:45:00,1699.3122,1589.6521,1533.6667,1660.3015,1478.3842,1139.2639
2025-01-08 06:46:00,1692.1455,1582.4854,1526.5,1653.1348,1471.2175,1132.0972
2025-01-08 06:47:00,1687.6455,1577.9854,1522.0,1648.6348,1466.7175,1127.5972
2025-01-08 06:48:00,1680.4788,1570.8187,1514.8333,1641.4681,1459.5508,1120.4305
2025-01-08 06:49:00,1687.4788,1577.8187,1521.8333,1648.4681,1466.5508,1127.4305
2025-01-08 06:50:00,1680.8122,1571.1521,1515.1667,1641.8015,1459.8842,1120.7639
2025-01-08 06:51:00,1686.3122,1576.6521,1520.6667,1647.3015,1465.3842,1126.2639
2025-01-08 06:52:00,1698.1455,1588.4854,1532.5,1659.1348,1477.2175,1138.0972
2025-01-08 06:53:00,1692.1455,1582.4854,1526.5,1653.1348,1471.2175,1132.0972
2025-01-08 06:54:00,1689.3122,1579.6521,1523.6667,1650.3015,1468.3842,1129.2639
2025-01-08 06:55:00,1698.1455,1588.4854,1532.5,1659.1348,1477.2175,1138.0972
2025-01-08 06:56:00,1685.8122,1576.1521,1520.1667,1646.8015,1464.8842,1125.7639
2025-01-08 06:57:00,1682.6455,1572.9854,1517.0,1643.6348,1461.7175,1122.5972
2025-01-08 06:58:00,1691.4788,1581.8187,1525.8333,1652.4681,1470.5508,1131.4305
2025-01-08 06:59:00,1700.9788,1591.3187,1535.3333,1661.9681,1480.0508,1140.9305
2025-01-08 07:00:00,1699.8122,1590.1521,1534.1667,1660.8015,1478.8842,1139.7639
2025-01-08 07:01:00,1703.3122,1593.6521,1537.6667,1664.3015,1482.3842,1143.2639
2025-01-08 07:02:00,1705.3122,1595.6521,1539.6667,1666.3015,1484.3842,1145.2639
2025-01-08 07:03:00,1713.1455,1603.4854,1547.5,1674.1348,1492.2175,1153.0972
2025-01-08 07:04:00,1709.9788,1600.3187,1544.3333,1670.9681,1489.0508,1149.9305
2025-01-08 07:05:00,1698.3122,1588.6521,1532.6667,1659.3015,1477.3842,1138.2639
2025-01-08 07:06:00,1691.9788,1582.3187,1526.3333,1652.9681,1471.0508,1131.9305
2025-01-08 07:07:00,1686.6455,1576.9854,1521.0,1647.6348,1465.7175,1126.5972
2025-01-08 07:08:00,1694.4788,1584.8187,1528.8333,1655.4681,1473.5508,1134.4305
2025-01-08 07:09:00,1701.9788,1592.3187,1536.3333,1662.9681,1481.0508,1141.9305
2025-01-08 07:10:00,1710.4788,1600.8187,1544.8333,1671.4681,1489.5508,1150.4305
2025-01-08 07:11:00,1712.1455,1602.4854,1546.5,1673.1348,1491.2175,1152.0972
2025-01-08 07:12:00,1712.6455,1602.9854,1547.0,1673.6348,1491.7175,1152.5972
2025-01-08 07:13:00,1720.1455,1610.4854,1554.5,1681.1348,1499.2175,1160.0972
2025-01-08 07:14:00,1712.8122,1603.1521,1547.1667,1673.8015,1491.8842,1152.7639
2025-01-08 07:15:00,1714.9788,1605.3187,1549.3333,1675.9681,1494.0508,1154.9305
2025-01-08 07:16:00,1711.1455,1601.4854,1545.5,1672.1348,1490.2175,1151.0972
2025-01-08 07:17:00,1717.1455,1607.4854,1551.5,1678.1348,1496.2175,1157.0972
2025-01-08 07:18:00,1721.9788,1612.3187,1556.3333,1682.9681,1501.0508,1161.9305
2025-01-08 07:19:00,1710.8122,1601.1521,1545.1667,1671.8015,1489.8842,1150.7639
2025-01-08 07:20:00,1710.8122,1601.1521,1545.1667,1671.8015,1489.8842,1150.7639
2025-01-08 07:21:00,1721.9788,1612.3187,1556.3333,1682.9681,1501.0508,1161.9305
2025-01-08 07:22:00,1731.3122,1621.6521,1565.6667,1692.3015,1510.3842,1171.2639
2025-01-08 07:23:00,1754.6455,1644.9854,1589.0,1715.6348,1533.7175,1194.5972
2025-01-08 07:24:00,1729.695,1642.5652,1615.3333,1671.6556,1553.8399,1239.6515
2025-01-08 07:25:00,1751.3617,1664.2319,1637.0,1693.3223,1575.5066,1261.3182
2025-01-08 07:26:00,1777.0284,1689.8986,1662.6667,1718.989,1601.1733,1286.9849
2025-01-08 07:27:00,1793.695,1706.5652,1679.3333,1735.6556,1617.8399,1303.6515
2025-01-08 07:28:00,1811.695,1724.5652,1697.3333,1753.6556,1635.8399,1321.6515
2025-01-08 07:29:00,1684.8487,1674.1101,1705.3333,1552.3475,1603.4987,1213.3006
2025-01-08 07:30:00,1704.6821,1693.9435,1725.1667,1572.1809,1623.3321,1233.134
2025-01-08 07:31:00,1712.5154,1701.7768,1733.0,1580.0142,1631.1654,1240.9673
2025-01-08 07:32:00,1716.3487,1705.6101,1736.8333,1583.8475,1634.9987,1244.8006
2025-01-08 07:33:00,1724.5154,1713.7768,1745.0,1592.0142,1643.1654,1252.9673
2025-01-08 07:34:00,1727.3487,1716.6101,1747.8333,1594.8475,1645.9987,1255.8006
2025-01-08 07:35:00,1744.6821,1733.9435,1765.1667,1612.1809,1663.3321,1273.134
2025-01-08 07:36:00,1745.6821,1734.9435,1766.1667,1613.1809,1664.3321,1274.134
2025-01-08 07:37:00,1750.5154,1739.7768,1771.0,1618.0142,1669.1654,1278.9673
2025-01-08 07:38:00,1753.6821,1742.9435,1774.1667,1621.1809,1672.3321,1282.134
2025-01-08 07:39:00,1764.0154,1753.2768,1784.5,1631.5142,1682.6654,1292.4673
2025-01-08 07:40:00,1803.9899,1817.4694,1800.1667,1691.4184,1685.1937,1392.6928
2025-01-08 07:41:00,1816.6565,1830.136,1812.8333,1704.085,1697.8603,1405.3594
2025-01-08 07:42:00,1807.8232,1821.3027,1804.0,1695.2517,1689.027,1396.5261
2025-01-08 07:43:00,1807.6565,1821.136,1803.8333,1695.085,1688.8603,1396.3594
2025-01-08 07:44:00,1814.1565,1827.636,1810.3333,1701.585,1695.3603,1402.8594
2025-01-08 07:45:00,1816.1565,1829.636,1812.3333,1703.585,1697.3603,1404.8594
2025-01-08 07:46:00,1821.3232,1834.8027,1817.5,1708.7517,1702.527,1410.0261
2025-01-08 07:47:00,1814.1565,1827.636,1810.3333,1701.585,1695.3603,1402.8594
2025-01-08 07:48:00,1833.6565,1847.136,1829.8333,1721.085,1714.8603,1422.3594
2025-01-08 07:49:00,1841.1565,1854.636,1837.3333,1728.585,1722.3603,1429.8594
2025-01-08 07:50:00,1840.1565,1853.636,1836.3333,1727.585,1721.3603,1428.8594
2025-01-08 07:51:00,1837.9899,1851.4694,1834.1667,1725.4184,1719.1937,1426.6928
2025-01-08 07:52:00,1840.4899,1853.9694,1836.6667,1727.9184,1721.6937,1429.1928
2025-01-08 07:53:00,1839.4343,1852.9138,1835.6111,1726.8628,1720.6381,1428.1372
2025-01-08 07:54:00,1838.3788,1851.8583,1834.5556,1725.8073,1719.5826,1427.0817
2025-01-08 07:55:00,1837.3232,1850.8027,1833.5,1724.7517,1718.527,1426.0261
2025-01-08 07:56:00,1837.6565,1851.136,1833.8333,1725.085,1718.8603,1426.3594
2025-01-08 07:57:00,1847.9899,1861.4694,1844.1667,1735.4184,1729.1937,1436.6928
2025-01-08 07:58:00,1851.3232,1864.8027,1847.5,1738.7517,1732.527,1440.0261
2025-01-08 07:59:00,1853.1565,1866.636,1849.3333,1740.585,1734.3603,1441.8594
2025-01-08 08:00:00,1852.3232,1865.8027,1848.5,1739.7517,1733.527,1441.0261
2025-01-08 08:01:00,1845.3232,1858.8027,1841.5,1732.7517,1726.527,1434.0261
2025-01-08 08:02:00,1833.6565,1847.136,1829.8333,1721.085,1714.8603,1422.3594
2025-01-08 08:03:00,1740.3617,1653.2319,1626.0,1682.3223,1564.5066,1250.3182
2025-01-08 08:04:00,1611.659,1472.7876,1422.1666,1567.3615,1381.1279,1046.8238
2025-01-08 08:05:00,1454.8766,1256.8324,1218.3333,1404.4437,1210.9319,906.3163
2025-01-08 08:06:00,1832.6565,1846.136,1828.8333,1720.085,1713.8603,1421.3594
2025-01-08 08:07:00,1830.8232,1844.3027,1827.0,1718.2517,1712.027,1419.5261
2025-01-08 08:08:00,1843.1565,1856.636,1839.3333,1730.585,1724.3603,1431.8594
2025-01-08 08:09:00,1841.4899,1854.9694,1837.6667,1728.9184,1722.6937,1430.1928
2025-01-08 08:10:00,1841.1565,1854.636,1837.3333,1728.585,1722.3603,1429.8594
2025-01-08 08:11:00,1841.3232,1854.8027,1837.5,1728.7517,1722.527,1430.0261
2025-01-08 08:12:00,1841.4899,1854.9694,1837.6667,1728.9184,1722.6937,1430.1928
2025-01-08 08:13:00,1845.3232,1858.8027,1841.5,1732.7517,1726.527,1434.0261
2025-01-08 08:14:00,1847.4899,1860.9694,1843.6667,1734.9184,1728.6937,1436.1928
2025-01-08 08:15:00,1853.6565,1867.136,1849.8333,1741.085,1734.8603,1442.3594
2025-01-08 08:16:00,1866.9899,1880.4694,1863.1667,1754.4184,1748.1937,1455.6928
2025-01-08 08:17:00,1880.1565,1893.636,1876.3333,1767.585,1761.3603,1468.8594
2025-01-08 08:18:00,1913.9529,1925.3424,1923.6667,1895.9562,1851.969,1788.9953
2025-01-08 08:19:00,1967.1195,1978.509,1976.8333,1949.1228,1905.1356,1842.1619
2025-01-08 08:20:00,1989.2862,2000.0,1999.0,1971.2895,1927.3023,1864.3286
2025-01-08 08:21:00,1986.4529,1997.8424,1996.1667,1968.4562,1924.469,1861.4953
2025-01-08 08:22:00,1976.7862,1988.1757,1986.5,1958.7895,1914.8023,1851.8286
2025-01-08 08:23:00,1943.6195,1955.009,1953.3333,1925.6228,1881.6356,1818.6619
2025-01-08 08:24:00,1917.1195,1928.509,1926.8333,1899.1228,1855.1356,1792.1619
2025-01-08 08:25:00,1913.2862,1924.6757,1923.0,1895.2895,1851.3023,1788.3286
2025-01-08 08:26:00,1893.6195,1905.009,1903.3333,1875.6228,1831.6356,1768.6619
2025-01-08 08:27:00,1885.6565,1899.136,1881.8333,1773.085,1766.8603,1474.3594
2025-01-08 08:28:00,1891.3232,1904.8027,1887.5,1778.7517,1772.527,1480.0261
2025-01-08 08:29:00,1886.9899,1900.4694,1883.1667,1774.4184,1768.1937,1475.6928
2025-01-08 08:30:00,1875.9899,1889.4694,1872.1667,1763.4184,1757.1937,1464.6928
2025-01-08 08:31:00,1840.1565,1853.636,1836.3333,1727.585,1721.3603,1428.8594
2025-01-08 08:32:00,1773.6821,1762.9435,1794.1667,1641.1809,1692.3321,1302.134
2025-01-08 08:33:00,1731.3487,1720.6101,1751.8333,1598.8475,1649.9987,1259.8006
2025-01-08 08:34:00,1799.0284,1711.8986,1684.6667,1740.989,1623.1733,1308.9849
2025-01-08 08:35:00,1723.695,1636.5652,1609.3333,1665.6556,1547.8399,1233.6515
2025-01-08 08:36:00,1731.9788,1622.3187,1566.3333,1692.9681,1511.0508,1171.9305
2025-01-08 08:37:00,1707.3122,1597.6521,1541.6667,1668.3015,1486.3842,1147.2639
2025-01-08 08:38:00,1690.6455,1580.9854,1525.0,1651.6348,1469.7175,1130.5972
2025-01-08 08:39:00,1669.3122,1559.6521,1503.6667,1630.3015,1448.3842,1109.2639
2025-01-08 08:40:00,1677.3257,1538.4543,1487.8333,1633.0282,1446.7946,1112.4905
2025-01-08 08:41:00,1669.8257,1530.9543,1480.3333,1625.5282,1439.2946,1104.9905
2025-01-08 08:42:00,1662.3257,1523.4543,1472.8333,1618.0282,1431.7946,1097.4905
2025-01-08 08:43:00,1659.1591,1520.2877,1469.6667,1614.8616,1428.628,1094.3239
2025-01-08 08:44:00,1655.9924,1517.121,1466.5,1611.6949,1425.4613,1091.1572
2025-01-08 08:45:00,1649.9924,1511.121,1460.5,1605.6949,1419.4613,1085.1572
2025-01-08 08:46:00,1642.6591,1503.7877,1453.1667,1598.3616,1412.128,1077.8239
